name,count
NICHOL ,19
NICHOLA ,207
NICHOLE ,197
NICHOLL ,3
NICKEISHA ,3
NICKI ,52
NICKITA ,3
NICKOLA ,3
NICKY ,87
NICO ,96
NICOL ,283
NICOLA ,4692
NICOLE ,18198
NICOLE-LOUISE ,3
NICOLETA ,34
NICOLETTA ,41
NICOLETTE ,58
NICOLINA ,7
NICOLL ,7
NICOLLE ,121
NIDA ,328
NIDAA ,9
NIDAH ,17
NIDHA ,6
NIDHI ,176
NIEMA ,3
NIENKE ,3
NIESHA ,30
NIEVE ,1045
NIFEMI ,4
NIGELLA ,30
NIHA ,26
NIHAAL ,9
NIHAD ,6
NIHAL ,64
NIHARIKA ,40
NIHIRA ,3
NIK ,8
NIKA ,172
NIKAYA ,3
NIKAYLA ,4
NIKEISHA ,13
NIKESHA ,3
NIKETA ,15
NIKHITA ,145
NIKI ,120
NIKIA ,14
NIKINI ,4
NIKISHA ,125
NIKITA ,3083
NIKITHA ,27
NIKITTA ,34
NIKIYA ,3
NIKKALA ,5
NIKKI ,770
NIKKIA ,6
NIKKITA ,277
NIKO ,6
NIKOL ,141
NIKOLA ,1429
NIKOLE ,113
NIKOLETA ,11
NIKOLETT ,6
NIKOLETTA ,10
NIKOLIA ,3
NIKOLINA ,17
NIKOU ,3
NILA ,138
NILAH ,44
NILANI ,3
NILAY ,12
NILE ,6
NILEEMA ,4
NILIMA ,46
NILOFAR ,4
NILOOFAR ,3
NILSU ,3
NILUFAR ,3
NILUFER ,3
NIMA ,40
NIMAH ,39
NIMAO ,3
NIMAT ,9
NIMCO ,38
NIMISHA ,47
NIMO ,65
NIMRA ,562
NIMRAH ,400
NIMRAT ,70
NIMRATA ,3
NIMRIT ,41
NIMRITA ,17
NIMUE ,6
NINA ,4567
NINIOLA ,9
NINO ,7
NIOBE ,14
NIOMI ,187
NIOMIE ,6
NIRA ,7
NIRAH ,3
NIRALI ,29
NIRBANI ,3
NIREL ,3
NIRMA ,3
NIRUJA ,3
NIRVAIR ,4
NIRVANA ,162
NIRVI ,10
NISA ,251
NISANUR ,26
NISBA ,8
NISBAH ,12
NISHA ,634
NISHAAT ,3
NISHAT ,255
NISHATH ,18
NISHI ,63
NISHIKA ,45
NISHITA ,18
NISHKA ,94
NISHMA ,9
NISHTA ,10
NISHTHA ,27
NISREEN ,12
NISSA ,13
NISSI ,100
NITA ,16
NITARA ,3
NITASHA ,28
NITHILA ,16
NITHUSHA ,4
NITHYA ,10
NITI ,3
NITIKA ,3
NITYA ,57
NIUSHA ,3
NIVA ,37
NIVEA ,3
NIVEDHA ,3
NIVETHA ,3
NIVISHA ,3
NIXIE ,33
NIYA ,227
NIYAH ,289
NIYANA ,3
NIYAT ,6
NIYATI ,56
NIYEMA ,3
NIYLA ,14
NIYLAH ,12
NJERI ,3
NKECHI ,23
NKEMDILIM ,4
NMA ,20
NNEKA ,70
NNENNA ,42
NNEOMA ,32
NOA ,524
NOAH ,14
NOAM ,6
NOAMI ,3
NOBEL ,4
NOEL ,3
NOELA ,9
NOELANI ,4
NOELIA ,65
NOELLA ,62
NOELLE ,162
NOEMI ,245
NOEMIE ,109
NOHA ,54
NOKUTENDA ,31
NOLA ,384
NOLAH ,24
NOLWENN ,3
NOMI ,9
NOMIN ,4
NOMSA ,3
NON ,77
NONA ,13
NOOMI ,7
NOON ,3
NOOR ,2094
NOORA ,129
NOORAH ,19
NOORAIN ,3
NOOR-AL-AIN ,3
NOORAN ,6
NOOR-FATIMA ,36
NOORI ,3
NOORIA ,13
NOORIYA ,9
NOORIYAH ,4
NOORJAHAN ,19
NOORULAIN ,27
NOOR-UL-AIN ,64
NOOR-UL-HUDA ,7
NOR ,6
NORA ,1068
NORAH ,614
NOREEN ,158
NORI ,11
NORINA ,12
NORMA ,11
NORSEEN ,3
NOSHABA ,3
NOSHEEN ,112
NOSHIN ,88
NOTHANDO ,4
NOUF ,15
NOUR ,415
NOURA ,143
NOURAH ,4
NOURAN ,3
NOUREEN ,17
NOURHAN ,4
NOURIA ,3
NOURIN ,6
NOUSHIN ,6
NOVA ,353
NOVAH ,22
NOVALEE ,4
NOVA-LEE ,3
NOVELLA ,7
NOWSHIN ,7
NOYA ,24
NOZOMI ,6
NUALA ,474
NUAYMAH ,3
NUBIA ,28
NUHA ,392
NUHAA ,17
NUJHAT ,3
NULA ,35
NUMA ,45
NUMRA ,7
NUO ,16
NUR ,403
NURA ,149
NURAH ,15
NURALAIN ,5
NURAN ,7
NURAT ,4
NURAY ,7
NUREEN ,6
NURIA ,106
NURIN ,3
NURIYA ,9
NURIYAH ,38
NURUL ,61
NUSAIBA ,103
NUSAIBAH ,71
NUSAIYBAH ,3
NUSAYBA ,153
NUSAYBAH ,540
NUSEYBA ,6
NUSHRAT ,6
NUSRAT ,276
NUSRATH ,37
NUVEE ,3
NUWAIRA ,4
NUZHA ,3
NUZHAT ,73
NYA ,285
NYAH ,1021
NYARA ,3
NYARAI ,6
NYASHA ,122
NYASIA ,10
NYEESHA ,3
NYELA ,7
NYELLA ,3
NYEMA ,6
NYESHA ,6
NYIAH ,6
NYIEMA ,3
NYIMA ,25
NYIMAH ,3
NYLA ,994
NYLAH ,519
NYLAH-RAE ,3
NYLAH-ROSE ,16
NYLA-RAE ,24
NYLA-ROSE ,35
NYNKE ,3
NYOMI ,56
NYRA ,30
NYRAH ,8
NYREE ,94
NYSA ,11
NYSHA ,14
NYSSA ,48
NYX ,3
NZA ,4
OAKLEA ,3
OAKLEIGH ,34
OAKLEY ,81
OAKLIE ,4
OANA ,9
OASIS ,3
OBEHI ,16
OBIANUJU ,7
OCEA ,12
OCEAN ,932
OCEANA ,75
OCEAN-BLU ,3
OCEANE ,69
OCEANIA ,3
OCEANNA ,26
OCEANNE ,9
OCEAN-ROSE ,5
OCTAVIA ,484
ODELIA ,35
ODELYA ,3
ODESSA ,29
ODETTA ,3
ODETTE ,120
ODILE ,7
ODILIA ,3
ODRIJA ,10
ODUNAYO ,5
OENONE ,3
OFELIA ,61
OFURE ,6
OGECHI ,37
OGECHUKWU ,7
OGHENEFEGA ,3
OGHENEFEJIRO ,6
OGHENEMINE ,7
OGHENERUKEVWE ,6
OGHENERUNO ,3
OGHENETEGA ,18
OGHOSA ,3
OGOCHUKWU ,3
OHANA ,6
OHEMAA ,36
OJASVI ,3
OKSANA ,13
OKTAWIA ,3
OLA ,200
OLABISI ,3
OLACHI ,11
OLAEDO ,4
OLAITAN ,3
OLAJUMOKE ,14
OLAMIDE ,200
OLANNA ,43
OLAOLUWA ,9
OLASUBOMI ,6
OLATOKUNBO ,3
OLAYEMI ,7
OLAYINKA ,37
OLENA ,22
OLENKA ,3
OLESIA ,8
OLESYA ,6
OLGA ,201
OLIMPIA ,44
OLINA ,20
OLIVA ,7
OLIVE ,2068
OLIVEA ,10
OLIVE-ROSE ,3
OLIVIA ,92976
OLIVIA- ,6
OLIVIA-ANN ,6
OLIVIA-FAITH ,9
OLIVIA-GRACE ,305
OLIVIAH ,7
OLIVIA-HOPE ,3
OLIVIA-JADE ,9
OLIVIA-JANE ,41
OLIVIA-JAYNE ,18
OLIVIA-JEAN ,10
OLIVIA-JO ,3
OLIVIA-LEA ,4
OLIVIA-LEE ,11
OLIVIA-LEIGH ,56
OLIVIA-LILLY ,7
OLIVIA-LILY ,17
OLIVIA-LOUISE ,23
OLIVIA-MAE ,280
OLIVIA-MAI ,112
OLIVIA-MARIE ,19
OLIVIA-MAY ,194
OLIVIA-PAIGE ,9
OLIVIA-RAE ,59
OLIVIA-ROSE ,570
OLIVIJA ,39
OLIVYA ,3
OLIWIA ,1826
OLLIE ,43
OLOLADE ,38
OLSA ,7
OLTA ,21
OLUBUKOLA ,7
OLUBUNMI ,7
OLUCHI ,59
OLUFUNKE ,7
OLUFUNMILAYO ,3
OLUFUNMILOLA ,3
OLUKEMI ,3
OLUMAYOWA ,3
OLUTOMI ,3
OLUTOMILOLA ,3
OLUTOYIN ,3
OLUWABUKOLA ,17
OLUWABUKUNMI ,22
OLUWABUSAYOMI ,3
OLUWADABIRA ,7
OLUWADAMILARE ,6
OLUWADAMILOLA ,203
OLUWADARA ,56
OLUWADARASIMI ,157
OLUWADEMILADE ,96
OLUWADOLAPO ,3
OLUWADUNMININU ,3
OLUWADUROTIMI ,3
OLUWAFERANMI ,43
OLUWAFEYIKEMI ,20
OLUWAFIFEHANMI ,6
OLUWAFIKAYOMI ,17
OLUWAFIKUNAYOMI ,12
OLUWAFISAYO ,3
OLUWAFISAYOMI ,6
OLUWAFOLAKEMI ,6
OLUWAFUNMILAYO ,46
OLUWAFUNMILOLA ,7
OLUWAGBEMISOLA ,14
OLUWAJOMILOJU ,30
OLUWAKANYINSOLA ,8
OLUWAKEMI ,128
OLUWAKOREDE ,4
OLUWALAYOMI ,6
OLUWAMAYOWA ,20
OLUWANIFEMI ,167
OLUWAPELUMI ,58
OLUWAREMILEKUN ,4
OLUWASEMILORE ,74
OLUWASEUN ,108
OLUWASEYI ,75
OLUWASEYIFUNMI ,19
OLUWASHINDARA ,4
OLUWASOLA ,3
OLUWATAMILORE ,177
OLUWATARAMISORE ,3
OLUWATENIOLA ,78
OLUWATIMILEHIN ,23
OLUWATIMILEYIN ,13
OLUWATISE ,3
OLUWATISHE ,7
OLUWATOBI ,111
OLUWATOBILOBA ,73
OLUWATOFUNMI ,48
OLUWATOMI ,38
OLUWATOMILOLA ,17
OLUWATOMISIN ,98
OLUWATOMIWA ,6
OLUWATONI ,103
OLUWATOSIN ,131
OLUWATOYIN ,37
OLUWATOYOSI ,22
OLUWATUMININU ,32
OLUWATUNMISE ,7
OLUWAYEMISI ,7
OLWEN ,78
OLWETHU ,3
OLWYN ,29
OLYMPIA ,146
OLYVIA ,45
OMAIMA ,28
OMAIRA ,4
OMAMA ,3
OMARA ,13
OMAYA ,3
OMAYMA ,13
OMEGA ,10
OMERA ,46
OMISHA ,3
OMNIA ,14
OMOBOLANLE ,3
OMOLABAKE ,3
OMOLADE ,9
OMOLARA ,78
OMOLAYO ,6
OMOLOLA ,64
OMORINSOLA ,3
OMOSEDE ,6
OMOTARA ,31
OMOTAYO ,7
OMOTOLA ,46
OMOTOLANI ,3
OMOTOYOSI ,3
OMOWONUOLA ,3
OMOWUNMI ,9
ONA ,44
ONAJITE ,4
ONAYA ,3
ONELI ,3
ONI ,4
ONIKA ,6
ONOME ,12
ONORA ,3
ONYEBUCHI ,4
ONYEKACHI ,3
ONYEKACHUKWU ,6
ONYINYE ,3
ONYINYECHI ,53
ONYINYECHUKWU ,30
ONYX ,6
OONA ,157
OONAGH ,148
OPAL ,137
OPEMIPO ,16
OPEOLUWA ,10
OPEYEMI ,58
OPHELIA ,1501
OPHELIA-ROSE ,7
OPHELIE ,7
OPRAH ,12
ORA ,39
ORACLE ,3
ORCHID ,7
ORELIA ,10
OREN ,3
OREOFEOLUWA ,9
OREOLUWA ,206
ORGESA ,3
ORIAH ,4
ORIANA ,370
ORIANE ,27
ORIANNA ,82
ORIANNE ,23
ORIANTHI ,3
ORIEL ,27
ORIELLA ,4
ORIELLE ,3
ORIN ,3
ORINTA ,3
ORISSA ,8
ORLA ,5052
ORLA-FAITH ,3
ORLAGH ,332
ORLA-GRACE ,4
ORLAH ,43
ORLAIGH ,9
ORLAITH ,795
ORLA-MAE ,8
ORLANA ,3
ORLANDA ,9
ORLA-RAE ,3
ORLA-ROSE ,35
ORLI ,63
ORLY ,42
ORNA ,7
ORNELA ,39
ORNELLA ,40
OSAHENRUMWEN ,3
OSARIEMEN ,6
OSARUGUE ,8
OSASERE ,3
OSAYUWAMEN ,3
OSHUN ,3
OSINACHI ,3
OSOB ,3
OSTARA ,7
OTILIA ,16
OTTALIE ,3
OTTILIA ,24
OTTILIE ,770
OTTOLINE ,29
OTYLIA ,45
OUMIE ,15
OUMOU ,26
OVI ,3
OVIYA ,57
OWENA ,3
OYINADE ,3
OYINDAMOLA ,84
OYINKANSOLA ,115
OYINLOLA ,9
OYKU ,6
OZGE ,59
OZIOMA ,13
OZLEM ,46
PAAVANA ,3
PAAYAL ,3
PACEY ,5
PACHA ,26
PADME ,3
PAGAN ,140
PAGE ,76
PAGEN ,3
PAHAL ,7
PAIGAN ,12
PAIGE ,22853
PAIGE-LEIGH ,4
PAIGE-LOUISE ,23
PAIGE-MARIE ,35
PAIGEN ,6
PAIGE-ROSE ,3
PAIGHTON ,164
PAIGNTON ,20
PAIGTON ,3
PAIJE ,5
PAISLEA ,3
PAISLEE ,33
PAISLEIGH ,28
PAISLEY ,967
PAISLEY-GRACE ,9
PAISLEY-MAE ,5
PAISLEY-MAI ,3
PAISLEY-MAY ,4
PAISLEY-RAE ,16
PAISLEY-ROSE ,10
PAITON ,56
PAITYN ,14
PAKEEZA ,7
PAKEEZAH ,6
PAL ,16
PALAK ,22
PALESA ,6
PALLAVI ,23
PALMER ,3
PALOMA ,345
PALVI ,3
PALWASHA ,37
PAMELA ,283
PAMELLA ,3
PANA ,3
PANASHE ,42
PANAYIOTA ,38
PANDORA ,231
PANIZ ,9
PANKA ,3
PANNA ,17
PANSY ,3
PAOLA ,95
PARADISE ,17
PARASKEVI ,4
PARDEEP ,3
PAREESA ,15
PARI ,145
PARIA ,10
PARICE ,7
PARIDHI ,9
PARINA ,14
PARINAZ ,3
PARINEET ,3
PARINITA ,3
PARIS ,3891
PARISA ,224
PARISE ,14
PARISHA ,50
PARISHAY ,5
PARISHI ,3
PARIS-LEIGH ,9
PARISS ,19
PARISSA ,10
PARISSE ,3
PARIZA ,10
PARKER ,90
PARKER-ROSE ,3
PARLEEN ,3
PARMEET ,10
PARMIDA ,7
PARMINDER ,16
PARMIS ,33
PARNEET ,70
PARNIKA ,10
PARRIS ,156
PARSA ,9
PARUL ,9
PARVATHI ,4
PARVATI ,3
PARVEEN ,37
PARVIN ,3
PARVINA ,3
PARYA ,16
PARYS ,75
PASCALE ,76
PASCHA ,10
PASHA ,54
PASSION ,4
PATIENCE ,314
PATRICE ,86
PATRICIA ,949
PATRICIJA ,96
PATRISIA ,13
PATRYCJA ,484
PATSIE ,6
PATSY ,254
PATTI ,10
PAULA ,700
PAULETTE ,6
PAULINA ,518
PAULINE ,206
PAVAN ,162
PAVANDEEP ,73
PAVANI ,6
PAVITHRA ,6
PAVLEEN ,16
PAVLINA ,3
PAVNEET ,61
PAVNI ,4
PAYAL ,93
PAYGE ,25
PAYNTON ,15
PAYSON ,11
PAYTEN ,6
PAYTON ,627
PAYTON-GRACE ,3
PAYTON-LEIGH ,3
PAYVIN ,3
PAZ ,4
PEACE ,153
PEACH ,12
PEACHES ,188
PEARL ,1870
PEARLA ,8
PEARLE ,3
PEARL-ROSE ,3
PEBBLES ,75
PEGGIE ,12
PEGGY ,498
PEGGY-MAE ,3
PEI ,23
PEIGHTON ,73
PEIQI ,3
PELAGIA ,3
PELIN ,57
PEMA ,5
PEMBE ,12
PENDA ,13
PENELOPE ,4155
PENELOPE-ROSE ,21
PENIEL ,40
PENINA ,40
PENNIE ,62
PENNY ,2174
PENNY-MAE ,3
PENNY-MAY ,3
PENNY-ROSE ,15
PEONY ,70
PEPPER ,80
PERDITA ,118
PERDY ,8
PEREL ,8
PEREZ ,3
PERI ,124
PERIHAN ,8
PERL ,3
PERLA ,98
PERLE ,3
PEROLA ,3
PERPETUA ,3
PERRI ,72
PERRIE ,133
PERRIE-ROSE ,4
PERRY ,21
PERSEPHONE ,333
PERSEPHONIE ,3
PERSIA ,122
PERSIS ,10
PESSY ,23
PETA ,54
PETAL ,66
PETEK ,4
PETRA ,421
PETRINA ,28
PETRUTA ,3
PEYTON ,1531
PEYTON-LEIGH ,10
PEYTON-LOUISE ,3
PEYTON-ROSE ,15
PHAEDRA ,67
PHEBE ,299
PHEBEE ,3
PHEOBE ,642
PHEOBE-ANN ,3
PHEOBIE ,45
PHEONIX ,47
PHIA ,12
PHILIPA ,19
PHILIPPA ,3442
PHILLIPA ,382
PHILLIPPA ,284
PHILOMENA ,161
PHOEBE ,34159
PHOEBE- ,3
PHOEBE-ANN ,4
PHOEBE-GRACE ,64
PHOEBE-JANE ,10
PHOEBE-JAYNE ,3
PHOEBE-JO ,3
PHOEBE-LEE ,7
PHOEBE-LEIGH ,24
PHOEBE-LOU ,3
PHOEBE-LOUISE ,18
PHOEBE-MAE ,47
PHOEBE-MAI ,10
PHOEBE-MARIE ,11
PHOEBE-MAY ,17
PHOEBE-RAE ,15
PHOEBE-ROSE ,92
PHOEBIE ,206
PHOENIX ,913
PHOENIX-ROSE ,11
PHOENYX ,3
PHOIBE ,6
PHUONG ,26
PHYLLIDA ,7
PHYLLIS ,32
PIA ,508
PIETRA ,16
PIHU ,12
PILAR ,3
PINAR ,39
PIP ,18
PIPER ,1651
PIPER-MARIE ,3
PIPER-RAE ,4
PIPER-ROSE ,22
PIPPA ,3096
PIPPA-LEIGH ,3
PIPPA-LOUISE ,3
PIPPA-MAE ,7
PIPPA-ROSE ,28
PIPPI ,20
PIRAVEENA ,3
PIXI ,6
PIXIE ,780
PIXIE-BEAU ,3
PIXIE-BELLE ,3
PIXIE-LEIGH ,5
PIXIE-LOU ,15
PIXIE-MAE ,5
PIXIE-RAE ,7
PIXIE-ROSE ,12
PIYA ,62
PLAMEDI ,4
PLAMENA ,3
PLUM ,7
POLA ,557
POLINA ,153
POLLIE ,18
POLLY ,3493
POLLYANNA ,483
POLLY-ANNA ,22
POLLY-MAE ,3
POLLY-ROSE ,6
POOJA ,244
POONAM ,35
POPI ,3
POPPI ,249
POPPIE ,1084
POPPIE-ANN ,6
POPPIE-LEIGH ,6
POPPIE-MAE ,20
POPPIE-MAI ,10
POPPIE-RAE ,5
POPPIE-ROSE ,8
POPPY ,36857
POPPY-ANN ,44
POPPY-ANNE ,19
POPPY-BELLE ,15
POPPY-ELIZABETH ,3
POPPY-ELLA ,5
POPPY-GRACE ,46
POPPY-ISABELLA ,3
POPPY-JANE ,17
POPPY-JAY ,3
POPPY-JAYNE ,3
POPPY-JEAN ,4
POPPY-JO ,33
POPPY-LEA ,14
POPPY-LEE ,7
POPPY-LEIGH ,55
POPPY-LOU ,11
POPPY-LOUISE ,62
POPPY-MAE ,248
POPPY-MAI ,81
POPPY-MARIE ,18
POPPY-MAY ,167
POPPY-RAE ,85
POPPYROSE ,4
POPPY-ROSE ,251
POPPY-SUE ,8
POPPY-WILLOW ,3
PORCHA ,40
PORCHIA ,13
PORCIA ,9
PORSCHA ,170
PORSCHE ,107
PORSCHE-LEIGH ,3
PORSHA ,277
PORSHA-LEIGH ,3
PORSHA-MARIE ,3
PORSHIA ,6
PORTIA ,452
POSEY ,13
POSIE ,15
POSY ,89
PRABH ,3
PRABHDEEP ,7
PRABHGUN ,4
PRABHJOT ,69
PRABHKIRAT ,3
PRABHLEEN ,54
PRABHNOOR ,32
PRABHREET ,4
PRABHROOP ,3
PRABJOT ,14
PRABLEEN ,3
PRACHI ,74
PRAGATI ,6
PRAISE ,205
PRAJNA ,9
PRAKRITI ,16
PRANALI ,3
PRANATI ,3
PRANAVI ,39
PRANAYA ,11
PRANEET ,3
PRANIKA ,4
PRANITA ,3
PRANITHA ,6
PRANSHI ,13
PRANSI ,3
PRAPTI ,9
PRARTHANA ,4
PRATHANA ,3
PRAVEENA ,20
PRAVINA ,3
PRAVLEEN ,3
PRECILIA ,3
PRECIOUS ,1322
PREENA ,20
PREESHA ,20
PREET ,129
PREETHIKA ,3
PREETHY ,3
PREETI ,75
PREEYA ,94
PREKSHA ,3
PRERANA ,3
PRERNA ,6
PRESHA ,6
PRESLAVA ,3
PRESLEY ,87
PRETTY ,4
PREYA ,13
PRIA ,80
PRIANKA ,23
PRICILLA ,6
PRIMROSE ,823
PRINA ,25
PRINCESS ,1230
PRINCY ,11
PRISCA ,50
PRISCILA ,4
PRISCILLA ,527
PRISCILLA-ROSE ,3
PRISEIS ,3
PRISHA ,390
PRITHA ,7
PRITHIKA ,21
PRITI ,3
PRITIKA ,40
PRITPAL ,6
PRIYA ,2508
PRIYAA ,3
PRIYAH ,12
PRIYAL ,60
PRIYANA ,39
PRIYANKA ,452
PRIYANSHI ,38
PRIYA-ROSE ,8
PRIYASHA ,7
PROMISE ,46
PRUDENCE ,217
PRUE ,7
PRUSHA ,7
PSALM ,3
PUI ,34
PUJA ,66
PUNEET ,47
PURDEY ,48
PURDY ,31
PURITY ,22
PURVA ,3
PURVI ,7
PUTERI ,3
PYPER ,97
QAILAH ,3
QAMAR ,13
QASWA ,3
QAYLAH ,15
QENDRESA ,8
QI ,9
QIAN ,6
QIAO ,3
QIN ,3
QING ,8
QIRAAT ,4
QIRAT ,42
QUDSIA ,48
QUDSIYAH ,28
QUEEN ,72
QUEENIE ,190
QUERIDA ,3
QUIANA ,18
QUIANNA ,3
QUIN ,6
QUINCY ,17
QUINN ,628
QUINNE ,3
QUORRA ,12
QURATULAIN ,15
QURRATUL ,3
QUYNH ,14
RAABIA ,35
RAABIAH ,22
RAABIYA ,3
RAADHIYA ,3
RAADHIYAH ,3
RAADIYA ,3
RAADIYAH ,6
RAAGA ,5
RAAHI ,10
RAAHIMA ,6
RAAINA ,13
RAAKHI ,3
RAAMEEN ,27
RAANIA ,3
RAANIYA ,3
RAAVI ,3
RAAYA ,3
RAAZIA ,3
RABAB ,29
RABAIL ,14
RABBIA ,4
RABEEA ,11
RABEEAH ,15
RABEYA ,3
RABIA ,681
RABIAH ,142
RABIATOU ,3
RABIHA ,6
RABINA ,3
RABIYA ,145
RABIYAH ,5
RABYA ,3
RACHAEL ,4592
RACHAL ,7
RACHANA ,3
RACHEAL ,244
RACHEL ,18006
RACHELE ,18
RACHELL ,3
RACHELLE ,190
RACHEL-LOUISE ,3
RACHNA ,6
RACINE ,3
RACQUEL ,6
RADA ,8
RADEYAH ,34
RADHA ,123
RADHIA ,3
RADHIKA ,267
RADHIYA ,14
RADIA ,47
RADIKA ,3
RADIYA ,34
RADIYAH ,66
RADOSLAVA ,3
RADOST ,3
RADWA ,16
RADYAH ,3
RAE ,733
RAEA ,9
RAE-ANN ,3
RAEANNA ,9
RAEANNE ,22
RAE-ANNE ,9
RAEESA ,194
RAEESAH ,254
RA'EESAH ,23
RAEGAN ,248
RAELLE ,7
RAENA ,15
RAENE ,4
RAEVEN ,12
RAEWYN ,3
RAEYA ,76
RAFA ,22
RAFAELA ,137
RAFAELLA ,109
RAFEEF ,13
RAFFAELA ,3
RAFFAELLA ,112
RAFIA ,116
RAFIAH ,35
RAFIAT ,10
RAFIDA ,3
RAFIF ,3
RAGAD ,8
RAGAN ,14
RAGAVI ,10
RAGEN ,3
RAGHAD ,71
RAHA ,64
RAHAF ,140
RAHANA ,7
RAHAT ,14
RAHBIA ,3
RAHEEL ,4
RAHEELA ,33
RAHEEMA ,162
RAHEEMAH ,63
RAHEEN ,6
RAHEESA ,3
RAHEL ,32
RAHELA ,138
RAHEMA ,3
RAHENA ,4
RAHI ,8
RAHIIMA ,3
RAHIL ,6
RAHILA ,20
RAHIMA ,417
RAHIMAH ,81
RAHINA ,3
RAHMA ,648
RAHMAH ,127
RAHMAT ,6
RAHMEEN ,3
RAHMO ,3
RAHWA ,3
RAI ,12
RAIA ,55
RAIAH ,3
RAIDA ,6
RAIDAH ,7
RAIFAH ,4
RAIGAN ,18
RAIHA ,25
RAIHAANAH ,4
RAIHANA ,102
RAIMA ,97
RAIMAH ,3
RAIN ,65
RAINA ,197
RAINBOW ,32
RAINE ,194
RAINEY ,9
RAINIE ,17
RAISA ,273
RAISAH ,40
RAISHA ,26
RAISSA ,34
RAISY ,7
RAIYA ,92
RAIYAH ,11
RAIZEL ,18
RAIZY ,9
RAJA ,4
RAJANA ,4
RAJDEEP ,29
RAJINA ,3
RAJINDER ,4
RAJMINA ,4
RAJNA ,3
RAJNEET ,6
RAJNI ,26
RAJPREET ,34
RAJVEER ,44
RAJVI ,10
RAJVINDER ,25
RAJVIR ,15
RAJWINDER ,4
RAKAYA ,3
RAKEB ,10
RAKHEE ,7
RAKHI ,16
RAKIYA ,13
RAKIYAH ,3
RAKSHA ,15
RAKSHANA ,6
RALIAT ,4
RALITSA ,3
RALUCA ,43
RAMA ,48
RAMAN ,41
RAMANA ,5
RAMANDEEP ,87
RAMANI ,11
RAMANPREET ,20
RAMATOULIE ,30
RAMATU ,3
RAMATULAI ,6
RAMAYA ,13
RAMEEN ,151
RAMEESA ,28
RAMEESAH ,61
RAMEESHA ,70
RAMEEZA ,3
RAMESHA ,8
RAMIA ,10
RAMIAH ,14
RAMILA ,3
RAMINA ,6
RAMINTA ,3
RAMISA ,125
RAMISHA ,89
RAMIYAH ,10
RAMLA ,178
RAMLAH ,39
RAMNEEK ,46
RAMNEET ,19
RAMNIK ,3
RAMONA ,249
RAMONE ,3
RAMSHA ,77
RAMSHAH ,3
RAMYA ,25
RANA ,301
RANAE ,9
RAND ,20
RANDA ,49
RANDEEP ,3
RANEE ,3
RANEEM ,78
RANI ,150
RANIA ,689
RANIYA ,75
RANIYAH ,53
RANNA ,4
RANYA ,162
RANYAH ,4
RAPHAELA ,104
RAPHAELLA ,180
RAPHAELLE ,50
RAQIYA ,23
RAQUEL ,175
RASA ,6
RASEEL ,12
RASHA ,47
RASHANA ,3
RASHAUN ,3
RASHEDA ,9
RASHEEDA ,9
RASHEEDAT ,4
RASHI ,15
RASHIDA ,112
RASHIDAT ,8
RASHIKA ,3
RASHMA ,3
RASHMI ,16
RASHMIKA ,3
RASIKA ,3
RASNA ,3
RATEEL ,11
RAVEEN ,16
RAVEENA ,183
RAVEN ,486
RAVENNA ,5
RAVINA ,51
RAVINDER ,34
RAVLEEN ,39
RAVNEET ,168
RAVREET ,4
RAVZA ,3
RAWA ,3
RAWAAN ,6
RAWAN ,216
RAWAND ,3
RAWDA ,11
RAWDAH ,32
RAWDHA ,6
RAWIA ,3
RAY ,10
RAYA ,734
RAYAAN ,179
RAYAH ,140
RAYA-MAE ,3
RAYAN ,463
RAYANA ,56
RAYANN ,131
RAYANNA ,33
RAYANNE ,94
RAYCHEL ,7
RAYCHELLE ,3
RAYE ,3
RAYGAN ,3
RAYHA ,4
RAYHAN ,3
RAYHANA ,95
RAYHANAH ,15
RAYLEIGH ,9
RAYN ,3
RAYNA ,218
RAYNE ,160
RAYNIE ,7
RAYNOR ,9
RAYSA ,7
RAYSSA ,16
RAYVEN ,3
RAYYA ,82
RAYYAAN ,3
RAYYAH ,3
RAYYAN ,105
RAYYANA ,4
RAZ ,42
RAZAAN ,8
RAZAN ,140
RAZANE ,3
RAZANNE ,3
RAZEENA ,4
RAZEENAH ,7
RAZIA ,68
RAZIKA ,3
RAZINA ,14
RAZNA ,3
RAZWANA ,5
REA ,254
REAGAN ,323
REAH ,98
REAM ,6
REANA ,8
REANN ,33
REANNA ,537
REANNAH ,10
REANNAN ,5
REANNE ,383
REANNON ,7
REBA ,28
REBBECA ,20
REBBECCA ,52
REBBEKAH ,4
REBECA ,423
REBECCA ,44041
REBECCAH ,24
REBECCA-JADE ,3
REBECCA-LOUISE ,20
REBECCA-MAY ,6
REBECCA-ROSE ,11
REBECKA ,84
REBECKAH ,22
REBEKA ,329
REBEKAH ,4202
REBEKHA ,9
REBEKKA ,269
REBEKKAH ,83
RED ,24
REDA ,7
REDD ,3
REE ,3
REECE ,95
REEGAN ,114
REEHA ,47
REEHAM ,9
REEM ,546
REEMA ,278
REEMAS ,9
REENA ,167
REENIE ,81
REESA ,9
REESE ,389
REESHA ,25
REET ,110
REETAL ,4
REEVA ,331
REEYA ,109
REEYAH ,4
REGAN ,739
REGGIE ,4
REGINA ,168
REGINAE ,3
REHA ,29
REHAB ,13
REHAM ,70
REHANA ,174
REHANNA ,45
REHANNAH ,3
REHEMA ,7
REHMA ,12
REHMAT ,26
REHNUMA ,11
